Date,Customer,Sales Person,Customer_Age,Customer_Gender,State,Product_Category,Sub_Category,Payment Option,Quantity,Unit_Cost,Unit_Price
10-Jul-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,3,373.33,377
10-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,2,36,39
10-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,2,225,242
23-Jul-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,1,1120,1032
23-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Wrist Watch,Cash,1,1015,1124
27-Jul-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,1,1701,1549
27-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,1,575,607
27-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,1,8,8
27-Jul-15,Medium,Chinazam,29,M,Abuja,Accessories,Wrist Watch,Cash,2,262.5,276.5
11-Aug-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,3,180,165.33
11-Aug-15,Medium,Chinazam,29,M,Abuja,Accessories,Wrist Watch,Cash,1,630,646
14-Aug-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,2,270,258.5
06-Sep-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,3,26.67,27.67
29-Sep-15,Medium,Chinazam,29,M,Abuja,Accessories,Wrist Watch,Cash,1,665,758
05-Oct-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,3,1.67,2
08-Oct-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,3,180,172
08-Oct-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,1,129,146
08-Oct-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,3,13.33,16.33
26-Oct-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,1,261,294
12-Nov-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,2,28,31.5
12-Nov-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,2,118,136
23-Nov-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,1,135,148
23-Nov-15,Medium,Chinazam,29,M,Abuja,Accessories,Keyboard,Cash,3,58.33,66.33
23-Nov-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,2,850.5,852.5
23-Nov-15,Medium,Chinazam,29,M,Abuja,Accessories,Wrist Watch,Cash,3,280,341
24-Nov-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,1,1701,1577
05-Dec-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,3,180,159
18-Dec-15,Medium,Chinazam,29,M,Abuja,Phones,Samsung,Cash,3,567,551.67
07-May-16,Medium,Chinazam,29,F,Anambra,Phones,IPhone,Cash,1,2320,2858
07-May-16,Medium,Chinazam,72,F,Anambra,Accessories,Keyboard,Cash,1,700,1034
07-May-16,Medium,Chinazam,72,F,Anambra,Accessories,Keyboard,Cash,1,35,54
07-May-16,Medium,Chinazam,72,F,Anambra,Accessories,Wrist Watch,Cash,2,245,393
25-Dec-15,Medium,Chinazam,72,F,Enugu,Accessories,Keyboard,Cash,3,78.67,98.67
25-Dec-15,Medium,Chinazam,30,F,Enugu,Accessories,Keyboard,Cash,2,28,40
25-Dec-15,Medium,Chinazam,30,F,Enugu,Clothing,Tshirts,Cash,2,94.5,130.5
25-Dec-15,Medium,Chinazam,30,F,Enugu,Accessories,Wrist Watch,Cash,3,233.33,308.67
20-Mar-16,Medium,Chinazam,30,F,Edo,Accessories,Ear Piece,Cash,2,140,228.5
29-Apr-16,Medium,Chinazam,30,F,Edo,Phones,Samsung,Cash,2,270,377.5
15-May-16,Medium,Chinazam,30,F,Edo,Accessories,Ear Piece,Cash,3,6,7.67
15-May-16,Medium,Chinazam,30,F,Edo,Accessories,Ear Piece,Cash,3,25,37.33
29-Mar-15,Medium,Chinazam,30,F,Edo,Phones,Samsung,Cash,3,814.33,600.33
08-Aug-15,Medium,Chinazam,30,F,Edo,Phones,Samsung,Cash,3,180,171.33
08-Aug-15,Medium,Chinazam,30,F,Edo,Accessories,Ear Piece,Cash,1,270,321
08-Aug-15,Medium,Chinazam,30,F,Edo,Accessories,Ear Piece,Cash,1,35,32
08-Aug-15,Medium,Chinazam,30,F,Edo,Clothing,Jerseys,Cash,2,459,394.5
08-Aug-15,Medium,Chinazam,30,F,Edo,Clothing,Tshirts,Cash,1,144,186
09-Mar-16,Medium,Chinazam,30,F,Cross River,Phones,Samsung,Cash,2,1221.5,1063.5
21-Mar-16,Medium,Chinazam,30,F,Cross River,Phones,Samsung,Cash,3,180,231.67
14-Sep-15,Medium,Chinazam,30,F,Cross River,Phones,Samsung,Cash,3,180,211.33
09-Sep-15,Medium,Chinazam,30,M,Edo,Accessories,Wrist Watch,Cash,3,151.67,130
23-Oct-15,Medium,Chinazam,31,M,Edo,Accessories,Keyboard,Cash,3,35.67,46.33
23-Oct-15,Medium,Chinazam,31,M,Edo,Accessories,Keyboard,Cash,1,64,72
23-Oct-15,Medium,Chinazam,31,M,Edo,Accessories,Wrist Watch,Cash,3,210,246
21-Sep-15,Medium,Chinazam,31,F,Kogi,Phones,Samsung,Cash,1,540,453
21-Sep-15,Medium,Chinazam,31,F,Kogi,Accessories,Ear Piece,Cash,1,9,10
21-Sep-15,Medium,Chinazam,31,F,Kogi,Accessories,Ear Piece,Cash,1,110,97
20-Feb-16,Medium,Chinazam,31,M,Akwa Ibom,Accessories,Keyboard,Cash,2,75,117.5
20-Feb-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,3,3.33,4.67
20-Feb-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,2,18.5,27
18-May-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,3,33.33,51
18-May-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,1,301,458
18-May-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,3,17.67,27.33
17-Jun-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,3,57.33,75.67
17-Jun-16,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,1,64,93
03-Oct-15,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,1,75,102
03-Oct-15,Medium,Chinazam,30,M,Akwa Ibom,Accessories,Keyboard,Cash,1,40,50
19-Apr-16,Medium,Chinazam,30,F,Enugu,Clothing,Tshirts,Cash,1,270,478
19-Aug-15,Medium,Chinazam,33,F,Enugu,Clothing,Tshirts,Cash,1,27,35
02-Feb-16,Medium,Chinazam,33,F,Borno,Clothing,Polo shirts,Cash,1,490,623
02-Feb-16,Medium,Chinazam,32,F,Borno,Accessories,Ear Piece,Cash,2,32.5,46.5
26-Dec-15,Medium,Chinazam,32,F,Abuja,Clothing,Socks,Cash,2,103.5,107
14-May-16,Medium,Chinazam,32,M,Akwa Ibom,Accessories,Ear Piece,Cash,3,48,75
18-Oct-15,Medium,Chinazam,32,M,Akwa Ibom,Accessories,Ear Piece,Cash,2,45,58
18-Oct-15,Medium,Chinazam,32,M,Akwa Ibom,Accessories,Mouse,Cash,1,220,283
20-Dec-15,Medium,Chinazam,32,M,Akwa Ibom,Accessories,Ear Piece,Cash,1,117,160
20-Dec-15,Medium,Chinazam,32,M,Akwa Ibom,Accessories,Ear Piece,Cash,1,70,92
26-May-16,Medium,Chinazam,32,M,Jigawa,Accessories,Ear Piece,Cash,1,25,37
01-Mar-16,Medium,Chinazam,33,F,Gombe,Accessories,Keyboard,Cash,1,116,91
29-Apr-16,Medium,Chinazam,33,F,Gombe,Accessories,Keyboard,Cash,3,43,50.33
29-Apr-16,Medium,Chinazam,33,F,Gombe,Accessories,Keyboard,Cash,2,13.5,21
24-Apr-16,Medium,Chinazam,33,F,Edo,Accessories,Wrist Watch,Cash,1,945,923
13-Jul-16,Medium,Chinazam,33,F,Edo,Accessories,Keyboard,Cash,3,64.33,62
13-Jul-16,Medium,Chinazam,33,F,Edo,Accessories,Keyboard,Cash,3,4,5.33
13-Jul-16,Medium,Chinazam,33,F,Edo,Accessories,Wrist Watch,Cash,3,233.33,274.33
13-Jul-16,Medium,Chinazam,33,F,Edo,Clothing,Jerseys,Cash,3,116.67,115.67
23-Jan-16,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,1,110,107
23-Jan-16,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,3,13,17
02-Jun-16,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,1,172,197
30-Nov-15,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,1,135,118
04-Dec-15,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,3,10.67,8.67
04-Dec-15,Medium,Chinazam,33,M,Bayelsa,Accessories,Keyboard,Cash,2,163,163
23-Jan-16,Medium,Chinazam,33,M,Bauchi,Clothing,Tshirts,Cash,1,198,268
23-Jan-16,Medium,Chinazam,33,M,Bauchi,Clothing,Jerseys,Cash,3,316.67,425.67
08-Mar-16,Medium,Chinazam,33,F,Abuja,Clothing,Socks,Cash,1,243,317
24-Jul-16,Medium,Chinazam,34,F,Abuja,Clothing,Socks,Cash,3,21,24.67
12-Sep-15,Medium,Chinazam,34,F,Abuja,Clothing,Socks,Cash,1,216,249
07-Dec-15,Medium,Chinazam,34,F,Abuja,Clothing,Socks,Cash,3,57,59
12-Jul-16,Medium,Chinazam,34,F,Akwa Ibom,Accessories,Ear Piece,Cash,3,16.67,25
12-Jul-16,Medium,Chinazam,64,F,Akwa Ibom,Accessories,Wrist Watch,Cash,2,17.5,26
15-Feb-16,Medium,Chinazam,64,F,Borno,Accessories,Ear Piece,Cash,1,45,70
15-Feb-16,Medium,Chinazam,64,F,Borno,Clothing,Tshirts,Cash,3,15,20.33
15-Feb-16,Medium,Chinazam,64,F,Borno,Accessories,Wrist Watch,Cash,3,128.33,180.67
09-Mar-16,Medium,Chinazam,64,F,Borno,Phones,IPhone,Cash,3,256.33,302.67
09-Mar-16,Medium,Chinazam,31,F,Borno,Clothing,Jerseys,Cash,3,66.67,104.33
13-Nov-15,Medium,Chinazam,31,F,Borno,Phones,IPhone,Cash,3,256.33,310.33
14-Oct-15,Medium,Chinazam,31,F,Ebonyi,Phones,Samsung,Cash,2,270,334.5
14-Oct-15,Medium,Chinazam,32,F,Ebonyi,Accessories,Keyboard,Cash,2,129,175.5
15-Sep-15,Medium,Chinazam,32,M,Edo,Phones,Samsung,Cash,1,540,417
01-Oct-15,Medium,Chinazam,32,M,Edo,Phones,Samsung,Cash,3,180,125
01-Oct-15,Medium,Chinazam,32,M,Edo,Accessories,Ear Piece,Cash,1,45,53
08-May-16,Medium,Chinazam,32,F,Edo,Accessories,Keyboard,Cash,2,161,156.5
08-May-16,Medium,Chinazam,34,F,Edo,Accessories,Keyboard,Cash,2,52,80
05-Apr-16,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,1,116,143
05-Apr-16,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,2,25,34
28-Oct-15,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,3,21.33,18.67
28-Oct-15,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,3,8.33,9.67
28-Oct-15,Medium,Chinazam,34,M,Bayelsa,Accessories,Memory Card,Cash,1,80,108
29-Dec-15,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,3,33.33,30.67
29-Dec-15,Medium,Chinazam,34,M,Bayelsa,Accessories,Keyboard,Cash,3,30.67,26
28-Apr-16,Medium,Chinazam,34,M,Jigawa,Accessories,Ear Piece,Cash,2,62.5,95
28-Apr-16,Medium,Chinazam,34,M,Jigawa,Clothing,Tshirts,Cash,1,54,72
20-Feb-16,Medium,Chinazam,34,M,Bauchi,Accessories,Ear Piece,Cash,1,65,98
03-Feb-16,Medium,Chinazam,20,M,Nasarawa,Accessories,Keyboard,Cash,1,645,770
03-Feb-16,Medium,Chinazam,18,M,Nasarawa,Accessories,Keyboard,Cash,1,40,39
03-Feb-16,Medium,Chinazam,18,M,Nasarawa,Accessories,Wrist Watch,Cash,2,367.5,544
03-Feb-16,Medium,Chinazam,18,M,Nasarawa,Clothing,Tshirts,Cash,3,3,2.67
14-Nov-15,Medium,Chinazam,18,F,Enugu,Accessories,Keyboard,Cash,2,96.5,95
07-Mar-16,Medium,Chinazam,18,F,Akwa Ibom,Accessories,Wrist Watch,Cash,3,23.33,34.33
07-Mar-16,Medium,Chinazam,18,F,Akwa Ibom,Clothing,Tshirts,Cash,2,13.5,18.5
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Accessories,Wrist Watch,Cash,1,840,1323
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Phones,Samsung,Cash,2,560,675.5
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Accessories,Ear Piece,Cash,2,112.5,173.5
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Accessories,Ear Piece,Cash,3,10,14.67
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Accessories,Wrist Watch,Cash,3,280,392.67
13-Jun-16,Medium,Chinazam,18,F,Akwa Ibom,Clothing,Tshirts,Cash,1,90,133
06-Mar-16,Medium,Chinazam,18,M,Akwa Ibom,Phones,IPhone,Cash,1,769,1021
06-Mar-16,Medium,Chinazam,34,M,Akwa Ibom,Accessories,Ear Piece,Cash,1,180,287
06-Mar-16,Medium,Chinazam,34,M,Akwa Ibom,Accessories,Ear Piece,Cash,2,75,106
06-Mar-16,Medium,Chinazam,34,M,Akwa Ibom,Clothing,Tshirts,Cash,3,63,88
27-Apr-16,Medium,Chinazam,34,M,Akwa Ibom,Clothing,Tshirts,Cash,1,252,375
03-May-16,Medium,Chinazam,34,M,Akwa Ibom,Phones,IPhone,Cash,1,769,1011
14-Mar-16,Medium,Chinazam,34,F,Bauchi,Phones,IPhone,Cash,1,769,986
14-Mar-16,Medium,Chinazam,35,F,Bauchi,Clothing,Jerseys,Cash,1,1400,1989
24-Mar-16,Medium,Chinazam,35,F,Bauchi,Phones,IPhone,Cash,2,1147.5,1538.5
22-May-16,Medium,Chinazam,35,F,Bauchi,Phones,IPhone,Cash,1,2320,2921
19-Jun-15,Medium,Chinazam,35,F,Bauchi,Phones,IPhone,Cash,1,2071,2194
14-May-16,Medium,Chinazam,35,F,Akwa Ibom,Accessories,Ear Piece,Cash,1,70,102
29-Sep-15,Medium,Chinazam,19,F,Borno,Accessories,Ear Piece,Cash,2,42.5,59.5
22-Feb-16,Medium,Chinazam,20,M,Kwara,Accessories,Keyboard,Cash,2,161,278.5
22-Feb-16,Medium,Chinazam,22,M,Kwara,Accessories,Keyboard,Cash,3,6.67,6.33
22-Feb-16,Medium,Chinazam,22,M,Kwara,Accessories,Wrist Watch,Cash,1,140,132
29-Jun-16,Medium,Chinazam,22,M,Bauchi,Clothing,Tshirts,Cash,1,9,12
29-Jun-16,Medium,Chinazam,21,M,Bauchi,Accessories,Wrist Watch,Cash,3,151.67,239.33
06-Aug-15,Medium,Chinazam,21,M,Bauchi,Accessories,Ear Piece,Cash,2,37.5,52.5
06-Aug-15,Medium,Chinazam,21,M,Bauchi,Accessories,Wrist Watch,Cash,3,35,48
06-Aug-15,Medium,Chinazam,21,M,Bauchi,Clothing,Tshirts,Cash,3,6,7.33
15-Apr-16,Medium,Chinazam,21,M,Ebonyi,Clothing,Tshirts,Cash,1,270,415
11-Jun-16,Medium,Chinazam,23,F,Abuja,Accessories,Screen Guard,Cash,1,462,596
15-Jun-16,Medium,Chinazam,23,F,Abuja,Accessories,Screen Guard,Cash,1,506,647
04-Mar-16,Medium,Chinazam,23,M,Ebonyi,Accessories,Keyboard,Cash,3,35.67,38.33
04-Mar-16,Medium,Chinazam,22,M,Ebonyi,Accessories,Keyboard,Cash,3,12,12.67
04-Mar-16,Medium,Chinazam,22,M,Ebonyi,Accessories,Keyboard,Cash,2,7,8.5
24-Oct-15,Medium,Chinazam,22,F,Bayelsa,Phones,Samsung,Cash,3,180,131.33
30-Dec-15,Medium,Chinazam,22,M,Borno,Accessories,Ear Piece,Cash,2,30,42.5
09-Mar-16,Medium,Chinazam,22,M,Benue,Accessories,Wrist Watch,Cash,3,291.67,425
20-Jun-16,Medium,Chinazam,22,M,Benue,Accessories,Ear Piece,Cash,3,18.33,25.67
20-Jun-16,Medium,Chinazam,22,M,Benue,Accessories,Wrist Watch,Cash,3,163.33,273.33
20-Jun-16,Medium,Chinazam,22,M,Benue,Clothing,Tshirts,Cash,2,81,126
03-Oct-15,Medium,Chinazam,22,M,Benue,Accessories,Wrist Watch,Cash,3,338.33,446
24-Apr-16,Medium,Chinazam,22,M,Abuja,Clothing,Jerseys,Cash,2,125,169
22-Oct-15,Medium,Chinazam,17,M,Abuja,Clothing,Jerseys,Cash,2,702,837
09-Oct-15,Medium,Chinazam,17,F,Abuja,Accessories,Ear Piece,Cash,3,26.67,29
09-Oct-15,Medium,Chinazam,17,F,Abuja,Accessories,Ear Piece,Cash,2,58.5,64
11-Dec-15,Medium,Chinazam,17,F,Abuja,Accessories,Ear Piece,Cash,1,80,87
11-Dec-15,Medium,Chinazam,17,F,Abuja,Accessories,Ear Piece,Cash,3,53.33,54.33
21-Feb-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,152,211.67
29-Mar-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,139.5,180.5
29-Mar-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,56,73
30-Mar-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,28,32.67
30-Mar-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,17.67,22
20-Apr-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,150,188.67
20-Apr-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,45,61
20-Apr-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,15,17
11-May-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,193.33,254
11-May-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,35,40.33
11-May-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,16,22
26-May-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,22.5,27
18-Jun-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,1,650,880
18-Jun-16,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,41.67,49.33
28-Sep-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,116,138.67
28-Sep-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,1,95,99
28-Sep-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,16,17
22-Oct-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,50,56.67
22-Oct-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,240,276.5
11-Nov-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,1,60,65
11-Nov-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,40,44
17-Nov-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,2,362.5,426
17-Nov-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,3,22.67,25
26-Nov-15,Medium,Chinazam,17,M,Abuja,Accessories,Keyboard,Cash,1,30,32
24-Jun-16,Medium,Chinazam,17,M,Adamawa,Accessories,Mouse,Cash,3,513.33,651.33
24-Jun-16,Medium,Chinazam,36,M,Adamawa,Accessories,Memory Card,Cash,3,63.67,75.33
08-Mar-16,Medium,Chinazam,36,M,Abia,Phones,Samsung,Cash,3,373.33,348.67
12-Mar-16,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,3,567,623.33
27-Mar-16,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,2,560,546.5
22-Apr-16,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,2,850.5,945.5
28-Jun-16,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,2,560,669.5
12-Jun-15,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,2,391.5,345.5
09-Sep-15,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,3,373.33,363
04-Dec-15,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,3,373.33,384.33
21-Dec-15,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,1,1701,1837
21-Dec-15,Medium,Chinazam,37,M,Abia,Phones,Samsung,Cash,2,560,554
16-Mar-16,Medium,Chinazam,37,M,Adamawa,Clothing,Tshirts,Cash,3,36,44
12-Jul-15,Medium,Chinazam,30,M,Adamawa,Clothing,Tshirts,Cash,3,18,21.67
07-Jun-16,Medium,Chinazam,30,M,Lagos,Accessories,Ear Piece,Cash,2,55,73
07-Jun-16,Medium,Chinazam,69,M,Lagos,Accessories,Ear Piece,Cash,2,2.5,3
07-Jun-16,Medium,Chinazam,69,M,Lagos,Accessories,Wrist Watch,Cash,3,128.33,181.67
07-Jun-16,Medium,Chinazam,69,M,Lagos,Clothing,Polo shirts,Cash,2,343,413
14-Jan-16,Medium,Chinazam,69,M,Abia,Accessories,Ear Piece,Cash,1,170,215
14-Jan-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,2,5,6.5
25-Feb-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,3,31.67,38.67
21-Mar-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,50,54
07-Apr-16,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,3,81.67,100.67
17-Apr-16,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,3,338.33,444.67
07-Jun-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,40,46
07-Jun-16,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,2,70,80
29-Jun-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,3,40,48.33
29-Jun-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,30,36
29-Jun-16,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,3,23.33,29.67
09-Jul-16,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,2,227.5,259
15-Jul-16,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,2,65,84
19-Aug-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,70,78
05-Sep-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,250,258
05-Sep-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,2,22.5,26.5
05-Sep-15,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,2,70,83
06-Oct-15,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,1,175,190
10-Oct-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,220,258
10-Oct-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,3,25,25.33
10-Oct-15,Medium,Chinazam,38,M,Abia,Accessories,Wrist Watch,Cash,1,70,75
20-Nov-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,1,160,192
20-Nov-15,Medium,Chinazam,38,M,Abia,Accessories,Ear Piece,Cash,2,35,35
08-Feb-16,Medium,Chinazam,38,M,Lagos,Accessories,Ear Piece,Cash,3,66.67,79.33
08-Feb-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,100,116
19-Feb-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,2,20,25.5
20-Feb-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,2,45,54.5
20-Feb-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,2,58.5,81.5
03-Mar-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,130,170
31-Mar-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,270,327
07-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,135,167
07-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,30,40.67
07-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Memory Card,Cash,2,43.5,58.5
28-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Memory Card,Cash,1,207,246
28-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,33.33,44.67
28-Apr-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,2,90,118
19-May-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,53.33,75.33
19-May-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,28.33,32.33
05-Jun-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,36.67,43.67
31-Jul-16,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,56.67,71
31-Jul-16,Medium,Chinazam,39,M,Lagos,Accessories,Mouse,Cash,2,275,378
31-Jul-16,Medium,Chinazam,39,M,Lagos,Accessories,Memory Card,Cash,1,215,304
04-Sep-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,43.33,51.33
11-Sep-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,105,107
30-Sep-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,83.33,85.67
30-Sep-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,1.67,2
28-Nov-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,23.33,28.33
28-Nov-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,3.33,3.67
29-Nov-15,Medium,Chinazam,39,M,Lagos,Accessories,Memory Card,Cash,3,58.33,64
08-Dec-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,40,44
08-Dec-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,1,162,175
14-Dec-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,78,87
14-Dec-15,Medium,Chinazam,39,M,Lagos,Accessories,Ear Piece,Cash,3,41.67,43.67
11-Jan-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,2,25,29.5
08-Feb-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,2,756,785.5
23-Feb-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,3,400,500.67
22-Mar-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,2,675,716
28-Apr-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,1,1242,1434
29-Apr-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,3,54,67.67
19-May-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,2,250,314.5
05-Jun-16,Medium,Chinazam,39,M,Lagos,Clothing,Jerseys,Cash,1,1296,1737
